whiskey,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19
1792 Full Proof,oak,spicy,caramel,vanilla,full,banana,orange,cinnamon,nutty,sugar,dry,corn,pepper,coffee,leather,candy,rich,peach,tobacco,chocolate,1.7142857142857142,1.7142857142857142,1.4285714285714286,0.7857142857142857,0.5,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
1792 Port Finish,port,oak,fruit,caramel,spicy,bitter,vanilla,syrup,grape,char,floral,candy,dry,cherry,winey,banana,maple,raspberry,sugar,cinnamon,1.3076923076923077,1.0769230769230769,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3076923076923077
1792 Ridgemont Reserve,spicy,oak,caramel,vanilla,fruit,honey,wood,butter,cinnamon,pepper,sugar,tobacco,bitter,orange,cherry,dry,peach,mint,licorice,ginger,1.3333333333333333,1.3333333333333333,1.25,1.0,0.6666666666666666,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,0.25
1792 Small Batch,spicy,oak,caramel,wood,vanilla,cinnamon,bitter,dry,banana,fruit,syrup,custard,clove,herbal,orange,cherry,sugar,honey,apple,milk,2.2222222222222223,1.4444444444444444,1.2222222222222223,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222
1792 Sweet Wheat,vanilla,oak,fruit,caramel,banana,bitter,pepper,sugar,cinnamon,wheat,spicy,candy,cream,char,oily,cherry,chocolate,ginger,toast,pudding,1.8,1.4,1.0666666666666669,0.8666666666666667,0.6,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.2,0.2,0.2
Aberfeldy 12,honey,fruit,vanilla,malt,apple,dry,spicy,pepper,smoky,lemon,toffee,grassy,peaty,caramel,oak,salty,cream,orange,cinnamon,butter,0.9130434782608696,0.7826086956521741,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.5652173913043478,0.5652173913043478,0.5217391304347826,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.39130434782608703,0.39130434782608703,0.39130434782608703,0.39130434782608703,0.3478260869565217,0.3478260869565217,0.3478260869565217,0.3043478260869565
Aberfeldy 21,oak,orange,honey,bitter,fruit,spicy,caramel,apple,heather,chocolate,tobacco,vanilla,sugar,dry,pepper,pear,smoky,cream,toffee,floral,1.75,1.5,1.125,1.0,0.875,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
Aberlour 10,sherry,fruit,spicy,honey,raisin,vanilla,apple,malt,wood,oak,toffee,cask,winey,dry,rich,chocolate,cinnamon,orange,smoky,caramel,1.5769230769230769,1.1538461538461535,1.0384615384615383,0.9615384615384616,0.6538461538461539,0.5769230769230769,0.5384615384615384,0.4615384615384616,0.4615384615384616,0.38461538461538464,0.38461538461538464,0.3461538461538461,0.3461538461538461,0.3461538461538461,0.3076923076923077,0.3076923076923077,0.2692307692307692,0.2307692307692308,0.2307692307692308,0.2307692307692308
Aberlour 12 Double Cask Matured,fruit,sherry,spicy,apple,oak,cask,vanilla,pepper,honey,dry,caramel,raisin,toffee,cinnamon,cherry,chocolate,orange,bitter,citrus,sugar,1.648648648648649,1.5405405405405406,1.027027027027027,1.0,0.9189189189189191,0.7027027027027027,0.5945945945945946,0.5135135135135135,0.5135135135135135,0.4864864864864865,0.3783783783783784,0.32432432432432434,0.32432432432432434,0.2972972972972973,0.2702702702702703,0.2702702702702703,0.2432432432432433,0.2432432432432433,0.21621621621621626,0.21621621621621626
Aberlour 12 Non Chill Filtered,sherry,spicy,fruit,oak,malt,strawberry,cherry,chocolate,cream,raisin,cask,apple,vanilla,orange,pepper,caramel,cinnamon,bitter,dry,plum,1.6578947368421053,1.2105263157894737,1.1842105263157894,0.6578947368421053,0.5526315789473685,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.42105263157894735,0.42105263157894735,0.3684210526315789,0.3684210526315789,0.34210526315789475,0.3157894736842105,0.3157894736842105,0.3157894736842105
Aberlour 16,sherry,fruit,oak,vanilla,apple,spicy,cask,cinnamon,pepper,wood,honey,cream,cherry,floral,raisin,caramel,orange,pear,burnt,dry,1.7666666666666666,1.1666666666666667,1.1333333333333333,0.8,0.7,0.5666666666666667,0.4666666666666667,0.43333333333333335,0.43333333333333335,0.4,0.4,0.36666666666666653,0.36666666666666653,0.36666666666666653,0.3333333333333333,0.3333333333333333,0.3,0.26666666666666666,0.26666666666666666,0.26666666666666666
Aberlour 18,sherry,fruit,oak,apple,orange,caramel,cream,chocolate,cherry,dry,honey,strawberry,candy,vanilla,bitter,malt,cinnamon,spicy,rich,butter,1.625,1.0,0.875,0.75,0.75,0.6875,0.6875,0.625,0.5625,0.4375,0.4375,0.375,0.375,0.375,0.375,0.3125,0.3125,0.3125,0.3125,0.3125
Aberlour A'bunadh batch #39,sherry,fruit,apple,vanilla,oak,cherry,caramel,butter,malt,grape,chocolate,bitter,raisin,sugar,dry,cranberry,full,orange,pear,honey,2.25,1.875,1.0,1.0,0.875,0.75,0.75,0.75,0.75,0.75,0.625,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Aberlour A'bunadh batch #42,sherry,spicy,chocolate,fruit,dry,cream,rich,toffee,nutty,butter,orange,caramel,floral,bitter,wood,oak,marzipan,vanilla,cherry,smoky,2.125,1.625,1.5,1.375,0.875,0.875,0.75,0.75,0.75,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.375
Aberlour A'bunadh batch #45,sherry,spicy,fruit,oak,raisin,cinnamon,cream,chocolate,dry,vanilla,caramel,bitter,fig,orange,candy,toffee,cherry,rich,plum,mint,2.3888888888888893,1.5,1.2222222222222223,1.0555555555555556,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.5555555555555556,0.5555555555555556,0.5,0.5,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Aberlour A'bunadh batch #46,sherry,spicy,fruit,chocolate,vanilla,cask,orange,dry,oak,cinnamon,nutty,cream,wood,raisin,oily,rich,full,ginger,thick,tea,3.0,2.25,2.0,1.0,0.75,0.75,0.75,0.75,0.75,0.625,0.625,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.25
Aberlour A'bunadh batch #47,sherry,fruit,dry,spicy,cherry,strawberry,caramel,vanilla,chocolate,cream,rich,raisin,wood,apple,cinnamon,nutty,cask,banana,pepper,citrus,2.6,1.6666666666666667,1.4666666666666666,1.4,1.1333333333333333,1.0666666666666669,1.0,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4,0.4
Alberta Premium Dark Horse,spicy,oak,vanilla,maple,orange,fruit,caramel,sugar,syrup,sherry,pepper,winey,wood,dry,rich,anise,port,butterscotch,cinnamon,mint,1.5555555555555556,1.2777777777777777,1.0,0.8333333333333334,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5,0.5,0.4444444444444444,0.4444444444444444,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.2777777777777778
Amrut Cask Strength,malt,spicy,oak,caramel,honey,vanilla,orange,smoky,butter,chocolate,nutty,floral,fruit,rich,cask,nutmeg,bitter,oily,barley,bread,2.1818181818181817,1.0909090909090908,0.8181818181818182,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.3636363636363637,0.3636363636363637,0.3636363636363637,0.2727272727272727,0.2727272727272727
Amrut Fusion,peaty,smoky,fruit,spicy,malt,vanilla,oak,dry,chocolate,orange,apple,sherry,pepper,earth,sugar,wood,citrus,tropical,caramel,cask,1.6666666666666667,1.3703703703703705,1.3333333333333333,1.2222222222222223,1.037037037037037,0.8148148148148148,0.6666666666666666,0.6296296296296297,0.6296296296296297,0.5925925925925926,0.5555555555555556,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.4444444444444444,0.4074074074074074,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3333333333333333
Amrut Intermediate Sherry,spicy,fruit,sherry,berry,vanilla,oak,malt,dry,cask,raisin,rich,chocolate,pepper,cream,char,bitter,blueberry,bread,honey,caramel,2.1818181818181817,1.6363636363636365,1.181818181818182,1.0909090909090908,1.0909090909090908,1.0,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545
Amrut Kadhambam,spicy,cask,apple,fruit,sugar,chocolate,pepper,rum,banana,cinnamon,sherry,vanilla,caramel,oak,rich,wood,bitter,malt,clove,coconut,1.4,0.9333333333333332,0.8,0.8,0.7333333333333333,0.6666666666666666,0.6,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.4,0.4
Amrut Peated Cask Strength,peaty,vanilla,smoky,fruit,oak,cream,malt,dry,spicy,pepper,oily,lime,chocolate,salty,banana,cask,toffee,orange,pineapple,citrus,2.2857142857142856,1.4285714285714286,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857
Amrut Portonova,fruit,port,spicy,oak,dry,chocolate,grape,pepper,cream,berry,prune,caramel,tropical,lime,apple,honey,banana,mint,malt,cask,1.3571428571428572,1.0714285714285714,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715
Amrut Spectrum 004,fruit,chocolate,spicy,leather,pepper,raisin,oak,earth,cinnamon,dry,plum,cherry,tobacco,rich,orange,caramel,butter,smoky,bitter,lemon,1.7777777777777777,1.5555555555555556,1.4444444444444444,1.4444444444444444,1.3333333333333333,1.3333333333333333,1.1111111111111112,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444
AnCnoc 12,honey,malt,apple,lemon,citrus,spicy,fruit,vanilla,oak,floral,caramel,pepper,smoky,cream,bitter,dry,grassy,ginger,cereal,peach,1.2105263157894737,1.1052631578947372,1.0263157894736843,1.0,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.631578947368421,0.4473684210526316,0.3947368421052632,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.2894736842105263,0.2631578947368421,0.2368421052631579,0.21052631578947367,0.21052631578947367,0.21052631578947367
AnCnoc 16,apple,oak,honey,spicy,fruit,lemon,vanilla,pear,malt,pepper,cinnamon,citrus,chocolate,cask,orange,bitter,grassy,sugar,pineapple,butterscotch,1.3846153846153846,1.0,0.9230769230769232,0.9230769230769232,0.7692307692307693,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077
AnCnoc Flaughter,peaty,smoky,mineral,pear,vanilla,malt,fruit,dry,spicy,earth,apple,bitter,banana,hay,lemon,sugar,honey,cocoa,salty,cask,2.7777777777777777,2.0,1.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222
Angel's Envy Bourbon,port,oak,vanilla,spicy,cherry,fruit,dry,sugar,caramel,cinnamon,wood,corn,toffee,toast,honey,candy,coconut,orange,grape,pepper,1.3125,1.0,0.875,0.8125,0.5625,0.4375,0.4375,0.4375,0.3125,0.3125,0.3125,0.3125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Angel's Envy Cask Strength,port,winey,fruit,oak,vanilla,spicy,cream,caramel,dry,earth,sugar,corn,char,cask,oily,wood,grape,musty,raisin,thick,1.125,1.125,0.875,0.75,0.75,0.75,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.5,0.5,0.5,0.375,0.375,0.375,0.375
Angel's Envy Rye,sugar,rum,cinnamon,spicy,vanilla,syrup,caramel,oak,molasses,maple,mint,banana,cask,apple,herbal,peach,bread,thick,pepper,coconut,2.1,1.5,1.2,0.9,0.85,0.75,0.55,0.55,0.5,0.5,0.45,0.4,0.35,0.35,0.3,0.3,0.3,0.3,0.25,0.25
Ardbeg 10,smoky,peaty,salty,vanilla,lemon,pepper,brine,citrus,sea,fruit,earth,oak,spicy,dry,oily,medicinal,wood,cream,iodine,campfire,2.4910714285714284,2.258928571428572,0.625,0.5892857142857143,0.4910714285714286,0.4732142857142857,0.4732142857142857,0.42857142857142855,0.4196428571428572,0.3928571428571429,0.35714285714285715,0.32142857142857145,0.3125,0.3125,0.29464285714285715,0.2857142857142857,0.26785714285714285,0.26785714285714285,0.26785714285714285,0.25892857142857145
Ardbeg Airigh Nam Beist 1990,smoky,peaty,lemon,vanilla,cream,salty,malt,ash,sugar,pepper,brine,fruit,oak,earth,butter,spicy,sea,iodine,bitter,tar,2.7142857142857144,2.2857142857142856,1.5714285714285714,1.0714285714285714,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
Ardbeg Alligator,smoky,peaty,oak,pepper,salty,vanilla,sugar,ash,spicy,apple,fruit,char,bacon,lemon,dry,barbecue,burnt,charcoal,honey,caramel,2.2666666666666666,1.7333333333333334,1.5333333333333334,1.1333333333333333,1.0666666666666669,1.0,0.7333333333333333,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.4,0.4,0.4,0.4
Ardbeg An Oa,smoky,peaty,vanilla,ash,fruit,cream,lemon,honey,pepper,salty,cereal,brine,caramel,apple,oak,butter,herbal,dry,sherry,lime,2.4615384615384617,1.3076923076923077,1.0769230769230769,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.4615384615384616,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464
Ardbeg Ardbog,smoky,peaty,salty,dry,fruit,earth,pepper,spicy,vanilla,iodine,char,chocolate,leather,oak,orange,cask,medicinal,ash,wood,oily,2.03125,1.78125,1.125,0.875,0.8125,0.6875,0.59375,0.59375,0.53125,0.40625,0.375,0.375,0.375,0.375,0.34375,0.34375,0.34375,0.34375,0.34375,0.3125
Ardbeg Auriverdes,smoky,peaty,ash,vanilla,oak,coffee,spicy,fruit,pepper,salty,lemon,blueberry,medicinal,violet,oily,cinnamon,winey,bitter,port,sugar,2.25,1.5,0.8333333333333334,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Ardbeg Corryvreckan,peaty,smoky,pepper,vanilla,spicy,salty,oak,fruit,dry,brine,butter,medicinal,chocolate,lemon,honey,campfire,oily,sea,burnt,malt,2.519230769230769,1.7884615384615383,0.8846153846153846,0.7307692307692307,0.6923076923076923,0.6153846153846154,0.5961538461538461,0.5769230769230769,0.5192307692307693,0.4615384615384616,0.4230769230769231,0.36538461538461536,0.36538461538461536,0.3461538461538461,0.3269230769230769,0.3269230769230769,0.3269230769230769,0.2692307692307692,0.2692307692307692,0.25
Ardbeg Dark Cove Committee Release,sherry,smoky,chocolate,salty,pepper,ash,peaty,earth,fruit,raisin,caramel,wood,brine,rubber,beef,sea,vanilla,rich,coffee,spicy,2.0,1.8461538461538465,1.3846153846153846,1.3076923076923077,1.2307692307692308,1.1538461538461535,1.1538461538461535,1.0769230769230769,0.9230769230769232,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.4615384615384616,0.3076923076923077
Ardbeg Day,smoky,peaty,sherry,vanilla,brine,fruit,pepper,spicy,lemon,malt,earth,salty,toast,orange,wood,citrus,cream,dry,oak,thick,2.4166666666666665,1.5833333333333333,1.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5,0.5,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Ardbeg Drum Committee Release,smoky,banana,peaty,pineapple,rum,vanilla,citrus,pepper,honey,lemon,brine,spicy,sugar,cask,grassy,fruit,chocolate,tropical,earth,seaweed,2.1111111111111107,2.1111111111111107,1.8888888888888888,1.7777777777777777,1.6666666666666667,1.3333333333333333,1.1111111111111112,1.1111111111111112,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444
Ardbeg Galileo,peaty,smoky,pepper,fruit,salty,winey,spicy,caramel,cream,vanilla,oak,cask,ash,honey,grape,sugar,earth,toffee,malt,wood,2.4166666666666665,1.6666666666666667,0.9166666666666666,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.7083333333333334,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.4583333333333333,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.2916666666666667
Ardbeg Grooves Committee Release,smoky,spicy,fruit,peaty,earth,pepper,winey,vanilla,berry,rubber,cream,raspberry,oak,salty,jalapeno,leather,honey,char,banana,pear,2.75,1.5,1.5,1.5,0.875,0.75,0.75,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.25
Ardbeg Perpetuum,smoky,peaty,lemon,pepper,vanilla,ash,salty,oak,fruit,earth,bitter,tar,wood,meaty,brine,sea,citrus,cream,dry,burnt,2.5,1.6,1.0,0.8,0.8,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2
Ardbeg Supernova 2014,smoky,peaty,pepper,salty,sherry,lemon,vanilla,sugar,oily,hay,honey,leather,oak,cask,dry,bacon,ash,chocolate,cocoa,coal,1.8888888888888888,1.7777777777777777,1.0,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Ardbeg Uigeadail,smoky,peaty,sherry,salty,fruit,spicy,brine,chocolate,oily,honey,wood,vanilla,rich,caramel,pepper,raisin,iodine,dry,leather,oak,2.533980582524272,1.9611650485436891,0.9902912621359224,0.6407766990291263,0.6310679611650486,0.4854368932038835,0.4368932038834951,0.36893203883495146,0.36893203883495146,0.3592233009708738,0.3592233009708738,0.3398058252427185,0.3300970873786408,0.3300970873786408,0.3300970873786408,0.3106796116504854,0.3106796116504854,0.3009708737864077,0.3009708737864077,0.3009708737864077
Ardmore 12 Port Wood Finish,smoky,vanilla,oak,dry,pepper,mint,port,peaty,winey,fruit,cocoa,cinnamon,wood,salty,earth,spicy,berry,plum,chocolate,clove,1.5,1.125,1.0,1.0,1.0,0.875,0.875,0.875,0.75,0.75,0.75,0.75,0.625,0.625,0.625,0.625,0.625,0.625,0.5,0.5
Ardmore Legacy,peaty,smoky,vanilla,honey,oak,spicy,malt,fruit,lemon,medicinal,ash,apple,vinegar,sugar,cream,lime,herbal,heather,grassy,toffee,1.875,1.375,1.25,1.0,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.25,0.25,0.25,0.25,0.25,0.25
Ardmore Traditional Cask Peated,peaty,smoky,honey,malt,oak,spicy,pepper,fruit,salty,vanilla,lemon,dry,apple,caramel,vegetal,cask,orange,floral,earth,cream,2.6785714285714284,1.5,0.8571428571428571,0.8214285714285714,0.8214285714285714,0.75,0.6071428571428571,0.5357142857142857,0.5357142857142857,0.5,0.5,0.42857142857142855,0.3928571428571429,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.32142857142857145
Arran 10,fruit,vanilla,malt,oak,spicy,apple,cream,honey,citrus,dry,lemon,grassy,cereal,caramel,peach,wood,orange,pear,salty,sherry,1.2333333333333334,1.2,1.0666666666666669,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.5,0.4666666666666667,0.4666666666666667,0.43333333333333335,0.4,0.4,0.36666666666666653,0.36666666666666653
Arran 12 Cask Strength,honey,fruit,oak,apple,spicy,cream,malt,sherry,vanilla,salty,cask,chocolate,cereal,cake,rich,banana,oily,pear,thick,dry,1.75,1.5833333333333333,1.1666666666666667,1.0,0.8333333333333334,0.8333333333333334,0.75,0.75,0.75,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25
Arran 14,fruit,spicy,vanilla,salty,malt,oak,apple,honey,peaty,pepper,bitter,citrus,dry,banana,toffee,sherry,floral,pear,peach,sea,1.4,0.96,0.92,0.88,0.84,0.76,0.68,0.64,0.6,0.6,0.56,0.56,0.44,0.4,0.4,0.4,0.4,0.36,0.36,0.32
Arran Amarone Cask Finish,fruit,spicy,malt,dry,winey,cherry,chocolate,oak,grape,raspberry,strawberry,floral,berry,tannic,ginger,salty,raisin,cinnamon,pepper,sherry,2.0,1.875,1.1875,1.0,0.875,0.8125,0.6875,0.6875,0.625,0.625,0.5,0.5,0.4375,0.4375,0.4375,0.4375,0.375,0.375,0.375,0.375
Arran Port Cask Finish,fruit,winey,spicy,caramel,bitter,orange,oak,sugar,chocolate,dry,cherry,apple,port,strawberry,cream,tangerine,earth,syrup,vanilla,berry,2.1,1.1,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Arran Sauternes Cask Finish,fruit,honey,oak,floral,winey,apple,sauterne,vanilla,salty,grape,pepper,cask,oily,spicy,apricot,citrus,caramel,malt,cream,orange,1.5384615384615383,1.4615384615384617,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.4615384615384616,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3076923076923077
Auchentoshan 12,vanilla,oak,wood,caramel,orange,dry,honey,fruit,toffee,apple,sherry,smoky,citrus,malt,bitter,nutty,spicy,rich,floral,grassy,0.8695652173913043,0.7391304347826086,0.6086956521739131,0.6086956521739131,0.5652173913043478,0.5217391304347826,0.5217391304347826,0.4782608695652174,0.43478260869565216,0.43478260869565216,0.39130434782608703,0.39130434782608703,0.39130434782608703,0.39130434782608703,0.3478260869565217,0.3478260869565217,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608
Auchentoshan Classic,vanilla,lemon,honey,grassy,fruit,malt,citrus,pear,banana,dry,pepper,candy,lime,floral,wood,apple,grainy,oak,cream,smoky,1.4545454545454546,1.2727272727272727,1.0909090909090908,0.9090909090909092,0.8181818181818182,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.3636363636363637,0.3636363636363637,0.3636363636363637,0.2727272727272727,0.2727272727272727
Auchentoshan Three Wood,sherry,oak,wood,fruit,caramel,orange,sugar,syrup,chocolate,spicy,cinnamon,dry,raisin,rich,honey,vanilla,bitter,plum,oily,tannic,1.1666666666666667,0.8611111111111112,0.8333333333333334,0.7777777777777778,0.6944444444444444,0.6666666666666666,0.6388888888888888,0.5833333333333334,0.5555555555555556,0.5277777777777778,0.5277777777777778,0.5,0.5,0.4166666666666667,0.3888888888888889,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.2777777777777778
Auchentoshan Valinch,vanilla,fruit,oak,spicy,bitter,lemon,cream,citrus,pepper,sugar,orange,honey,caramel,dry,malt,cask,cinnamon,wood,floral,thick,1.0769230769230769,1.0769230769230769,1.0,0.9615384615384616,0.9230769230769232,0.7692307692307693,0.6538461538461539,0.6538461538461539,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5769230769230769,0.5769230769230769,0.5384615384615384,0.5384615384615384,0.4615384615384616,0.3461538461538461,0.3461538461538461,0.3076923076923077,0.2692307692307692
Aultmore 12,malt,grassy,pepper,fruit,vanilla,apple,citrus,honey,butter,dry,lime,lemon,spicy,pear,banana,cereal,acidic,grapefruit,sugar,floral,1.25,1.1666666666666667,1.0833333333333333,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.75,0.6666666666666666,0.5,0.5,0.5,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
